BP.I.15	BP.I.10	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.15 DEPENDS (projection of the a2 fields)
BP.I.16	BP.I.02	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.16 DEPENDS
BP.I.16	BP.I.10	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.16 DEPENDS
BP.I.16	lean:UniformityStatementDecided	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.16 (target Prop)
BP.I.17	BP.I.15	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.17 DEPENDS
BP.I.17	BP.I.16	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.17 DEPENDS
BP.I.17	lean:UniformityStatement	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.17 (fired through landed UniformityStatement.ofDecided, Statement.lean:124)
CAP:UniformityStatement	BP.I.17	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I section 6 (the capstone's assembly route: capstone reaches I.17)
CAP:UniformityStatementDecided	BP.I.16	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I section 6 (the decided target's assembly route)
BP.I.18	BP.I.15	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.18 DEPENDS (evidence decl: totalMassOne_of_drainage, Statement.lean:174)
BP.I.19	BP.H.95	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.19 (the package route, consumed not re-proved)
BP.I.19	BP.H.96	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.19 (P(2) unconditional base)
BP.I.19	BP.H.97	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.19 (P(3) modulo hrate3; package_three_of_drainage must not be assigned)
BP.I.19	BP.H.98	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.19 (Step 5 only; the GENIND.B fence, honesty I-2)
BP.I.19	HYP.30	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.19 (DRAIN-N4 rides the package's rate clause)
BP.I.20	BP.I.17	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.20 (the stage display; S3 row = the field list)
BP.I.20	HYP.08	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.20 (S2 stage: the n=3 frontier, hrate3)
BP.I.21	HYP.01	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.21 SOURCE (TypeOfFaithful; the CORE-SET bridge statement, GC-3)
BP.I.21	HYP.105	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.21 (the trust-boundary theorem, named)
BP.I.21	HYP.12	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.21 (the ordering convention clause)
BP.I.22	HYP.01	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.22 (audit A-1)
BP.I.22	HYP.12	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.22 (audit A-2)
BP.I.22	HYP.17	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.22 (audit A-3, pre-cite-signing)
BP.I.22	HYP.98	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.22 (audit A-4, recurring)
BP.I.22	HYP.111	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.22 (audit A-5, definitional half)
BP.I.22	HYP.91	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.22 (audit A-7, OB-a..d representation)
BP.I.23	lean:UniformityStatement	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.23 (gate; evidence decls: uniformityStatement_two, genuineDensity_two_exact, gate_two_padic_two_exact, gate_two_padic_three_exact, drainage_one/two, totalMass_one/two)
BP.I.23	lean:UniformityStatementDecided	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.23 (the n=2 decided slice non-vacuity)
BP.I.24	BP.I.17	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.24 (AXCHK prints I.17's footprint; artifact leanfinal/AXCHK.lean + spec/AXCHK_output.txt)
BP.I.24	lean:UniformityStatement	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.24 (the maintained interface census)
BP.I.25	BP.I.24	proof-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.25 DEPENDS (runs with AXCHK)
BP.I.25	BP.C.66	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.25 (cite-footprint registry: FGMN)
BP.I.25	BP.C.92	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.25 (cite-footprint registry: FGMN chain; subsumption choice O-4)
BP.I.25	BP.C.94	stmt-dep	I	OPEN	blueprint	from:exact,to:exact	blueprint	source=blueprint | CHAP-I NODE I.25 (cite-footprint registry: AGNPRW)
